datetime,title,house_type,price,acreage,district,city,bedrooms,wc,house_direction,balcony_direction,description
2023-05-16 16:02:14,NHÀ ĐẸP GIÁ TỐT AN LẠC BÌNH TÂN,Nhà riêng,34.0,44,Bình Tân,TP Hồ Chí Minh,,,,,"Bán nhà hẻm xe hơi ngay Lê Cơ - An Lạc Bình Tân.
- Vị trí: cạnh chợ, gần mặt tiền Đường Lê Cơ, gần Kinh Dương Vương, Võ Văn Kiệt, Bến xe Miền Tây, Khu Aeon Mall Tên Lửa..
- Nhà Bê tông cốt thép 2 tầng 4×11m. Không Quy hoạch không lộ giới.
- Sổ hồng hoàn công đầy đủ, công chứng ngay.
- Giá 3.4 tỷ"
2023-05-16 15:52:50,"Chỉ TT 750 triệu ( 30%) nhận ngay nhà đẹp 1 trệt 1 lầu, sổ hồng riêng, Tân Phước Khánh, Tân Uyên- BD",Nhà mặt phố,2.53,61,Tân Uyên,Bình Dương,2,3,,,"Chỉ TT 750 triệu ( 30%) nhận ngay nhà đẹp 1 trệt 1 lầu, sổ hồng riêng, Tân Phước Khánh, Tân Uyên- BD
Nhà nằm ngay Khu dân cư nhà phố Phước Điền Citizen là khu compound an ninh, CCTV 24/7, điện nước âm... Khu dân trí cao, công viên cây xanh thoáng mát, được thiết kế theo kiến trúc Châu Âu.

- Toạ lạc tại TP Tân Uyên, Bình Dương với Diện tích: 62 - 120m².
Thiết kế: 1 trệt 1 lầu & 1 trệt 2 lầu.
Bàn giao nhà hoàn thiện bên ngoài, bên trong thô.
Chỉ cần trả trước 2,5 tỷ nhận nhà.

- Bán kính xung quanh gần chợ, trường học các cấp, UBND, các khu công nghiệp...
Thích hợp mua nhận nhà ở liền hoặc khai thác cho thuê được ngay.

- Chương trình bán hàng:
1. Tặng 10 chỉ vàng cho khách hàng đặt cọc.
2. Chiết khấu lên tới 4% cho khách hàng thanh toán nhanh.

Compound Phước Điền Citizen.
Hotline: QLSP Oanh 0947464497 để xem dự án chốt được sản phẩm nhà vị trí đẹp nhất, giá tốt nhất."
2023-05-16 15:50:27,"Khu nhà phố cực kỳ tiềm năng, liền kề Thuận An, giá cực tốt chỉ 2, 5x tỷ, CK 4%, tại Tân Phước Khánh",Nhà mặt phố,2.53,62,Tân Uyên,Bình Dương,2,3,,,"Khu nhà phố cực kỳ tiềm năng, liền kề Thuận An, giá cực tốt chỉ 2, 5x tỷ, CK 4%, tại Tân Phước Khánh 
Bán nhà phố khu dân cư Phước Điền Citizen giá chỉ 2,5 tỷ/căn.
Thiết kế theo kiến trúc Châu Âu cực kì thời thượng và đẳng cấp.
+ Vị trí: Đường Tân Phước Khánh 32 phường Tân Phước Khánh thị xã Tân Uyên tỉnh Bình Dương.
+ Diện tích đất : 62 - 120m².diện tích sàn 110m² -300m2
+ Thiết kế: 1 trệt 1 lầu, 1 trệt 2 lầu.
+ Pháp lý: Sổ hồng sẵn đã hoàn công, công chứng sang tên nhanh chóng.
- Khu nhà đang được cho thuê giá từ 8 - 13tr/căn.
- Khu dân cư Phước Điền Citizen khu Compound an ninh, CCTV 24/7, điện nước âm... Khu dân trí cao, công viên cây xanh thoáng mát.
Bán kính xung quanh gần chợ, trường học các cấp, ủy ban nhân dân, các khu công nghiệp...
Thích hợp mua để an cư, đầu tư sinh lời cực cao.
Liên hệ ngay Oanh 0947464497 để được tư vấn trực tiếp và sở hữu căn nhà đẹp như này nhé."
2023-05-16 15:29:47,"Cho thuê phố Quan Nhân, Thanh Xuân 50m, 3 tầng. Giá: 12tr",Nhà riêng,12.0,50,Thanh Xuân,Hà Nội,4,,,,"""Cho thuê phố Quan Nhân, Thanh Xuân 50m, 3 tầng. Giá: 12tr
Cho thuê nhà nguyên căn phố Quan Nhân
Diện tích 50m, nha 3 tầng, 4 phòng ngủ
Nội thất đầy đủ
Phù hợp ở hộ gia đình, kinh doanh online
Giá thuê: 12tr/ tháng
 Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-16 15:22:19,"Bán nhà 4 tầng đẹp đô thị đẳng cấp Himlam, Hùng Vương, Hồng Bàng, Hải Phòng LH 0796-336-866",Nhà riêng,3.15,48,Hồng Bàng,Hải Phòng,4,3,Tây-Nam,Tây-Nam,"???? Bán căn nhà tọa lạc tại Himlam, Hùng Vương, Hồng Bàng, Hải Phòng! ????????????
???? LH Mrs Tâm: 0796-336-866
Địa chỉ: Himlam, Hùng Vương, Hồng Bàng, Hải Phòng

- Diện tích: 48m2
- Mặt tiền: 4m
- Hướng: Tây Nam
- Đường: 10m( vỉa hè 2 bên)

???? Pháp lý rõ ràng

???? Căn nhà là một lựa chọn lý tưởng cho những khách hàng đang tìm kiếm một tổ ấm mới.

???? Ngôi nhà đã được thiết kế với sự tỉ mỉ và tinh tế, mang đến không gian sống thoải mái và ấm cúng cho gia đình. Với bối cảnh yên tĩnh của khu vực Himlam, bạn sẽ có thể tận hưởng những giây phút thư giãn và bình yên sau một ngày làm việc căng thẳng.

???? Giá bán: 3,15 tỷ (bao gồm toàn bộ chi phí sang tên bìa). Đây là một cơ hội tuyệt vời để sở hữu một ngôi nhà chất lượng với mức giá hợp lý.

???? Mọi thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng “ UY TÍN- TẬN TÂM- CHUYÊN NGHIỆP”"
2023-05-16 15:02:27,"Nhà MT Đường Hoàng Diệu 2,P. Linh Trung, Thủ Đức, dt 1,518m2 thổ cư",Nhà mặt phố,145.0,1518,Thủ Đức,TP Hồ Chí Minh,,,,,"Nhà MT Đường Hoàng Diệu 2,P. Linh Trung, Thủ Đức, dt 1,518m2 thổ cư
+ Diện tích : 1.518m2 full thổ cư. 100% ( Ngang 32m dài 44,30m nở hậu 33,40m )
- Kêt cấu:  Biệt thự sân vườn 1Trệt 2Lầu, tường bao kiên cố cao 4m,có hầm để xe, sân vườn rộng ,có tổng cộng 30PN, 28WC, Phòng khách, hòn non bộ tiểu cảnh, chòi mái ngói lục giác
- Mặt tiền Hoàng Diệu 2 Thủ Đức, Phường Linh Trung TP Thủ Đức
+ Vị trí kinh doanh sầm uất nhất nhì Khu Hoàng Diệu 2, ngay bên canh  các trường Đại Học-Cao Đẳng lớn của Quận Thủ Đức cũ
+ Diện tích : 1.518m2 full thổ cư. 100% ( Ngang 32m dài 44,30m nở hậu 33,40m )
+ DTXD : 552,85m2 , hoàn công nhà 1603,74m2
+ Khu dân cư hiện hữu , không lộ giới, không quy hoạch
+ Giá bán còn :  145 Tỷ ( Thương lượng ), giá bán cũ 170 tỷ
* Hiện tại chủ đang cho thuê mở KaRaOKe
Liên hệ : 0898 408 677 xem nhà, làm viêc chính chủ"
2023-05-16 14:51:15,"Bán nhà An Dương Vương, 35m2 x 5T, THOÁNG TRƯỚC THOÁNG SAU, Ô TÔ 7 CHỖ THÔNG giá 6 tỷ",Nhà riêng,6.0,35,Tây Hồ,Hà Nội,3,3,,,"Nhà chủ xây tâm huyết, móng ép cọc cực kỳ chắc chắn, nội thất xịn sò, cửa gỗ lim, sàn gỗ Căm Xe tự nhiên, chủ nhà tặng full nội thất đang sử dụng cho khách hàng mua nhà.
Vị trí cực đẹp, hàng xóm CIPUTRA, SUNSHINE RIVER hưởng trọn tiện ích, ngõ ô tô 7 chỗ thông.
Hàng xóm thân thiện, văn minh, sạch sẽ, an ninh.
Chủ nhà anh Thanh đang kinh doanh chuỗi nhà hàng cần bán để mở rộng kinh doanh.
Sổ đỏ đẹp vuông vắn sẵn sàng giao dịch.
Liên hệ Mr. Đức Anh Chuyên gia tư vấn Bất động sản Hà Nội. SĐT: 0337334788"
2023-05-16 14:49:20,"Bán nhà Võ Chí Công, 35m2 x 5T, NỘI THẤT LUNG LINH, Ở NGAY, giá 4.29 tỷ",Nhà riêng,4.29,35,Tây Hồ,Hà Nội,3,3,,,"Chủ nhà trẻ tuổi, làm ăn rất có lộc, đã mua được nhà phân lô, ô tô đỗ cửa nên mong muốn bán nhanh để chuyển về nhà mới.
Nhà mặt ngõ rộng, thoáng, trước nhà 2 xe 3 gác tránh nhau thoải mái.
3 bước ra đường lớn, giao thông thuận tiện.
Hàng xóm toàn công chức, tổ trưởng tổ dân phố, an ninh tuyệt đối.
Sổ đỏ nở hậu, sẵn sàng giao dịch.
Liên hệ Mr. Đức Anh Chuyên gia tư vấn Bất động sản Hà Nội. SĐT: 0337334788"
2023-05-16 14:47:13,"Chính chủ bán nhà mặt phố Lạc Long Quân, 39.2m2, Ô TÔ TRÁNH, KINH DOANH, 5 tầng giá 7.5 tỷ",Nhà mặt phố,7.5,39,Tây Hồ,Hà Nội,3,3,,,"An ninh tốt, dân trí cao, hàng xóm văn minh thân thiện.
Ô tô Matiz để thoải mái, nhà 5 tầng thiết kế hiện đại, vừa ở vừa cho thuê, dòng tiền cao.
Tiện ích đầy đủ, giao thông thuận tiện đi lại, gần chợ, trường học, trung tâm thương mại, phố lớn kinh doanh sầm uất.
3 bước ra Hồ Tây, bên cạnh là trường mầm non Bình Minh thoáng sáng vĩnh viễn.
Pháp lý, sổ đỏ đẹp sẵn sàng giao dịch.
Liên hệ Mr. Đức Anh Chuyên gia tư vấn Bất động sản Hà Nội. SĐT: 0337334788"
2023-05-16 14:43:04,"Hẻm ô tô đỗ cửa Khu phân lô đồng bộ Bàu Cát, 4 tầng 50m2 giá 5.x (nhỏ xíu).",Nhà riêng,5.99,,Tân Bình,TP Hồ Chí Minh,,,,,"Hẻm ô tô đỗ cửa Khu phân lô đồng bộ Bàu Cát, 4 tầng 50m2 giá 5.x (nhỏ xíu).
* Nhà 4 phòng  ngủ, mỗi tầng có ban công riêng.
* Sân thượng thoáng mát, thích hợp trồng cây xanh.
* Hẻm xe hơi đỗ cổng, yên tĩnh, anh ninh.
* Nhà đẹp, vị trí đẹp, sổ vuông đẹp. Giá bao đẹp!
Giá 5.99 tỷ thương lượng.
Liên hệ Oanh để xem nhà chính chủ miễn phí."
2023-05-16 09:50:46,Hương lộ 2. Bình Tân. HXH 6m. 56m2. 4 Tầng BTCT. Nhỉnh 5 Tỷ.,Nhà riêng,5.4,56,Bình Tân,TP Hồ Chí Minh,3,,,,"+ HXH 6m, cách xe tải tránh 30m. Hẻm an ninh.
+ Kết cấu: 1 trệt 2 lầu sân thượng. Gồm 3 PN, 4WC, 1 phòng làm việc, sân thượng rộng rãi.
+ Nhà mới 100% được thiết kế và thi công bởi kiến trúc sư giàu kinh nghiệm, tất cả các phòng đều lấy gió tự nhiên rất tốt, view nhìn ra thoáng đãng ngập tràn ánh sáng nhưng vẫn đảm bảo sự riêng tư cần thiết.
+ Thuận tiện di chuyển sang các quận Tân Phú, Bình Chánh, Quận 11, Quận 6...
+ Xung quanh có các tiện ích: Bệnh viện Đa khoa Bình Tân, Trường Tiểu học Bình Trị 2, Trường THCS Bình Trị Đông A, Chợ Bình Trị Đông mới...
+ Vị trí thuận lợi mua ở lâu dài, cho thuê, kinh doanh công ty..Hàng xóm thân thiện, dân trí cao.
+ Sổ Vuông đẹp, hoàn công đầy đủ."
2023-05-16 10:04:50,Bán nhà đường Lê Văn Sỹ - Quận 3 - Hẻm xe hơi - 80M2,Nhà riêng,,,Quận 3,TP Hồ Chí Minh,,,,,"+ Khu vực kinh doanh sầm uất , dân cư an ninh , Quận 3 

+ 5,2 X 15,5M , 4 Tầng BTCT , Sân thượng

+ Hẻm xe hơi 1 trục , khu phố văn hoá , an ninh cao, sát quận 1 

+ Sổ hồng chính chủ , công chứng ngay 

+ Alo 0896416349 ( Tín Nhà Phố ) xem nhà ngay"
2023-05-16 10:12:16,"Hot 4x8 Nguyễn Kiệm 2PN P3 Gò Vấp 2,5 tỷ",Nhà riêng,2.5,36,Gò Vấp,TP Hồ Chí Minh,2,1,,,"Hot 4x8 Nguyễn Kiệm 2PN P3 Gò Vấp 2,5 tỷ

+ 1 trệt 1 lững 2 phòng ngủ 1wc dễ bố trí sữa chữa
+ Sổ hồng riêng vuông vức, hoàn công đủ
+ Ngay Phạm Văn Đồng, sân bay, Lê Quang Định"
2023-05-16 10:18:31,"2,9 tỷ 3,5x12 Lê Đức Thọ 3PN Phường 17 Gò Vấp",Nhà riêng,2.9,42,Gò Vấp,TP Hồ Chí Minh,2,2,,,"KHU PHÂN LÔ - SỔ VUÔNG A4 - GẦN MẶT TIỀN

2,9 tỷ 3,5x12 Lê Đức Thọ 3PN Phường 17 Gò Vấp

+ Nhà 2 tầng có 2 phòng ngủ, 2WC, pháp lý chuẩn
+ Hàng xóm thân thiện, dân trí, gần mặt tiền
+ Nguyễn Oanh, Nguyễn Văn Lượng, Cityland"
2023-05-16 10:24:07,"Bán nhà trung tâm HXH đường số 5 Linh Xuân 128m2, 3 tầng chỉ nhỉnh 7 tỷ",Nhà mặt phố,72.0,128,Thủ Đức,TP Hồ Chí Minh,,,,,"Bán nhà trung tâm HXH đường số 5 Linh Xuân 128m2, 3 tầng chỉ nhỉnh 7 tỷ
+ Kết cấu: 1 trêt, 1 lầu, sân thượng, 7 phòng ngủ khép kín, phù hợp gia đình nhiều thế hệ, vừa ở vừa cho thuê 
+  Nhà ô tô đậu cửa sân rộng Vị trí trung tâm Linh Xuân, nằm mặt phố chính cầu vượt Linh Xuân, Quốc Lộ 1K, Phạm Văn Đồng, Quốc Lộ 1A.
+ Khu vực sạch sẽ, cao ráo không ngập nước, gần chợ Linh Xuân, ubnd, siêu thị..và nhiều tiện ích khác
 + Sổ hoàn công đầy đủ, công chứng ngay và giao nhà nhanh.
Gọi ngay Mr Ảnh Nhà phố để được hỗ trợ nhiệt tình, tận tâm."
2023-05-16 10:43:04,"Bán nhà mới ở ngay! Đ.Nhật Tảo Q10, 4x11m, 2PN, sát MT chỉ 5.2 tỷ.",Nhà riêng,52.0,44,Quận 10,TP Hồ Chí Minh,,,,,"Mô tả:
+ Diện tích: 4m x 11m.
+ Kết cấu: gồm 1 trệt, 1 lầu, gồm 2PN, 2WC, nhà mới ở ngay.
+ Vị trí khu hiếm nhà bán ngay trung tâm Q10, tiện di chuyển sang Q1,Q3.
+ Hẻm ba gác, rất gần mặt tiền đường, dân cư an ninh.
+ Sổ hồng đẹp, không lộ giới, công chứng ngay.

+ Liên hệ:  0333097948 ( Minh Triệu) Cam kết thông tin thật và hình ảnh thật, miễn môi giới và trung gian."
2023-05-16 11:13:27,"GẦN CHỢ 339, PHƯỚC LONG B, Q9  NHÀ 125M2  2 TẦNG_ MT ĐƯỜNG XE TẢI_ SÂN ĐỂ Ô TÔ CHỈ 8.x Tỷ",Nhà mặt phố,8.0,125,Quận 9,TP Hồ Chí Minh,,,,,"GẦN CHỢ 339, PHƯỚC LONG B, Q9 _ NHÀ 125M2 _ 2 TẦNG_ MT ĐƯỜNG XE TẢI_ SÂN ĐỂ Ô TÔ_CHỈ 8.x Tỷ

+ Kết Cầu: Nhà 1 trệt 1 Lầu, BTCT,  Sân Thượng, Ban công.
+ Nhà Mặt Tiền Đường Xe Tải 8m, Có Vỉa Hè, Sân Đậu Xe Hơi.
+ Vị Trí Đẹp, 2 Phút Ra Chợ 339 Phước Long B, CĐ Kỹ nghệ, ĐH Văn Hóa.
+ Sổ Hồng Riêng, Sang Tên Ngay.

...........NHỈNH 8Tỷ (Bớt Lộc)..........

????Liên Hệ xem Nhà trực tiếp chính Chủ.
☎️0978584006.      zalo 0852726142
#hoangtrungnhapho_0978584006"
2023-05-16 11:17:21,"GẦN MẶT TIỀN PHẠM VĂN ĐỒNG LINH TÂY, THỦ ĐỨC_NHÀ 60M2(4×15m), 3 TẦNG HẺM XE HƠI ☎️ NHỈNH 3 TỶ",Nhà riêng,3.0,60,Thủ Đức,TP Hồ Chí Minh,,,,,"GẦN MẶT TIỀN PHẠM VĂN ĐỒNG _ LINH TÂY, THỦ ĐỨC_NHÀ 60M2(4×15m), 3 TẦNG _ HẺM XE HƠI _ NHỈNH 3 TỶ

+ Kết Cấu: 1 Trệt 2 Lầu, 4PN Rộng, Ban Công Đón Gió.
+ Hẻm Rộng, Thoáng mát, Sạch Sẽ.
+ Vị Trí Siêu Đẹp, 1 Phút Ra Mặt Tiền Phạm Văn Đồng, Công Viên Khủng Long Terassic, Chung Cư Linh Tây.
+ Sổ Hồng Riêng, Công Chứng Trong Ngày

...........Chỉ 3Tỷx (Bớt Lộc)..........

????Liên Hệ xem Nhà trực tiếp chính Chủ.
☎️0978584006.      zalo 0852726142
#hoangtrungnhapho_0978584006"
2023-05-16 11:21:01,GẦN UBND PHƯỜNG PHƯỚC LONG A _ NHÀ ĐẸP 57M2 _ NGANG LỚN _ DÒNG TIỀN ỔN ĐỊNH _ CHỈ 3TỶ,Nhà riêng,3.0,57,Quận 9,TP Hồ Chí Minh,,,,,"GẦN UBND PHƯỜNG PHƯỚC LONG A _ NHÀ ĐẸP 57M2 _ NGANG LỚN _ DÒNG TIỀN ỔN ĐỊNH _ CHỈ 3TỶ

+ Kết Cầu: Nhà C4, DT: 57m2, Tiện Xây Căn Hộ dịch Vụ.
+ Dòng Tiền Ổn Định, Có Phòng Cho sinh viên  thuê.
+ Hẻm Rộng, Thoáng Mát, Sạch Sẽ.
+ Sổ Hồng Riêng, Công Chứng Nhanh.

    CHỈ 3 TỶ (Bớt lộc)

☎️ LIÊN HỆ: 0978585006. Zalo 0852726142
E.Trung Xem Nhà Trực tiếp Chính Chủ."
2023-05-16 11:39:29,Bán Nhà Mặt Phố An Thượng 15 Ngũ Hành Sơn Đà Nẵng.,Nhà mặt phố,7.5,55,Ngũ Hành Sơn,Đà Nẵng,,,,,"Bán Nhà Mặt Phố An Thượng 15 Ngũ Hành Sơn Đà Nẵng.
+ Chủ cần bán gấp nên giảm giá chào nhà 5 tầng khu phố tây An Thượng gần biển Mỹ Khê.
+ Diện tích: 55m2 ( ngang 5 m ) đường  7m5 vỉa hè 3m5.
+ Nhà mới xây theo phong cách hiện đại các phòng ngủ đều có ban công cực thoáng mát.
+ Nhà 5 tầng có 6 phòng hiện đang cho khách tây thuê thu nhập ổn đinh 24 triệu / tháng.
+ Gần đường Võ Nguyên Giáp, là vị trí nhiều khách Du Lịch bậc nhất Đà Nẵng.
+ Pháp lý chuẩn sổ hồng vuông đẹp công chứng nhanh gọn.
+ Chủ cần tiền để kinh doanh mảng khác nên cần bán gấp giá bán 7.5 tỷ có thương lượng.
+ Khách quan tâm gọi ngay Minh Nhà Phố xem nhà làm việc chính chủ.
+ Cảm ơn anh, chị, em đã xem tin."
2023-05-16 11:52:06,"Bán nhà HXH giao QL 1k Linh Xuân 125m2 , 1 trệt 2 lầu chỉ với 6,9 tỷ",Nhà mặt phố,69.0,125,Thủ Đức,TP Hồ Chí Minh,,,,,"Bán nhà HXH giao QL 1k Linh Xuân 125m2 , 1 trệt 2 lầu chỉ với 6,9 tỷ 
+ Nhà kết cấu chắc chắn 3 tầng , 6 phòng ngủ, 3 wc, đẩy đủ công năng
+ Chỉ 3 căn ra phố trung tâm sầm uất , giao thông liên kết các tỉnh Bình Dương, Thủ Đức, Thành phố 
+ Kinh doanh buôn bán sầm uất, dân cư đông đúc cả ngày và đêm 
+ Sổ hoàn công chuẩn chỉnh, công chứng trong ngày
+ Giá chào 6.9 tỷ ( thương lượng)
Gọi Mr Ảnh 0905238089 Thổ địa Thủ Đúc + TPHCM"
2023-05-16 11:57:11,"NGỘP BANK GẤP BÁN NHÀ NGUYỄN SƠN ,TÂN PHÚ 65M2, 3 TẦNG NHỈNH 4 TỶ TL.",Nhà riêng,48.5,65,Tân Phú,TP Hồ Chí Minh,3,,,,"+ Kết cấu nhà 3 tầng , 3 phòng ngũ , chủ xây rất kiên cố bê tông cốt thép nhà nhìn là mê .

+ Vị Trí đẹp , cách mặt tiền chỉ 10m, với chiều ngang khủng 11m , thoáng mát phù hợp kinh doanh online , hay mở văn phòng công ty .

+ Cách một căn ra mặt tiền đường lớn Nguyễn Sơn giao Thoại Ngọc Hầu , thông tứ tung.

+ Trong bán kính 200m tiện ích đầy đủ từ cây xăng , chợ trường học , siêu thị.

+ Sổ đẹp , pháp lý chuẩn ."
2023-05-16 12:08:21,Chính chủ bán nhà Cống Lở 35m2_2 tỷ 9 NHÀ MỚI Ở NGAY,Nhà riêng,2.9,35,Tân Bình,TP Hồ Chí Minh,3,2,,,"Chính chủ bán nhà Cống Lở 35m2_2 tỷ 9 NHÀ MỚI Ở NGAY
???? nhà 1 trệt 1 lửng phòng khách, bếp, 3PN, có 1 phòng ngủ dưới trệt.
_ Ngay P15, Tân Bình khu vực dân trí, an ninh, vài bước là ra Phan Huy Ích và Trường Chinh.
????Nhà đẹp xách đồ vô ở liền thiết kế tinh tế, ấm cúng,...
_ Sổ hồng hoàn công đầy đủ sang tên công chứng trong ngày.
ĐT 0902177052 xem nhà, gặp chủ."
2023-05-16 13:07:12,9.2 Tỷ Diện Tích 70m2 Nhà 3 Tầng An Thượng 6 Đà Nẵng.,Nhà mặt phố,9.2,70,Ngũ Hành Sơn,Đà Nẵng,,,,,"9.2 Tỷ Diện Tích 70m2 Nhà 3 Tầng An Thượng 6 Đà Nẵng.
Chính chủ gửi bán nhà 3 tầng khu phố tây An Thượng 6 vài bước ra biển mỹ khê.
Phố tây An Thượng dự án phố đi bộ giai đoạn 2.
Hiện trạng: nhà 3 tầng có 5 phòng ngủ, phòng khách, bếp đầy đủ công năng.
Nhà đang cho khách nước ngoài thuê 30 triệu / tháng.
Trước nhà đang có dự án làm trung tâm thượng mại lớn. 
 Đầu tư phù hợp mọi loại hình kinh doanh.
Khu dân trí cao nhiều khách nước ngoài sinh sống làm việc.
Gần các tuyến phố Hồ Xuân Hương, Lê Quang Đạo, Ngô Thì Sỹ, Võ Nguyên Giáp. 
Sổ hồng chính chủ công chứng trong ngày.
Chủ kẹt tiền cần bán gấp giá bán thương lượng chính chủ.sổ
Khách quan tâm gọi ngay Minh Nhà Phố xem nhà lam việc chính chủ.
Cảm ơn anh, chị, em đã xem tin."
2023-05-16 13:19:27,"Bán nhà phố Đại Cồ Việt, Hai Bà Trưng 92m, 10 tầng, mt 8.3m. Giá: 27.9 tỷ",Nhà riêng,27.9,92,Hai Bà Trưng,Hà Nội,10,,,,"Bán nhà phố Đại Cồ Việt, Hai Bà Trưng 92m, 10 tầng, mt 8.3m. Giá: 27.9 tỷ
Nhà vị trí đẹp, mặt ngõ 27 Đại Cồ Việt, ngõ to như phố, kinh doanh sầm uất ngày đêm
Tòa nhà BUIDINH 10 tầng đẳng cấp, thang máy nhập khẩu, công năng đầy đủ, hiệu xuất cho thuê 150tr/ tháng
Ngõ thông Tạ Quang Bửu - Tô Hoàng - Đại Cồ Việt, đi lại thuận tiện
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 27.9 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-16 13:44:40,"Bán nhà phố Nghĩa Đô, Cầu Giấy 110m, mt 8m. Giá: 28.8 tỷ",Nhà riêng,28.8,110,Cầu Giấy,Hà Nội,6,,,,"""Bán nhà phố Nghĩa Đô, Cầu Giấy 110m, mt 8m. Giá: 28.8 tỷ
Bán nhà phố Nghĩa Đô, Nhà vị trí Đẹp thuộc khu phân lô quân đôi, ngõ ô tô tránh nhau, vỉa hè 2 bên, thông các ngả đường.
Nhà 4 tầng, đầy đủ tiện nghi, chủ mời về sử dụng luôn hoặc xây tòa nhà 8 tầng, kinh doanh hiệu xuất cao.
Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch
Giá: 28.8 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-16 13:50:21,"Bán nhà Đẹp Ngã Tư Sở, Quận Thanh Xuân, 45m²x6T,MT 3.9m. 6 tỷ.",Nhà riêng,0.006,45,Thanh Xuân,Hà Nội,4,5,,,"Cần bán gấp nhà Vũ Tông Phan, Ngay cầu Khương Đình, khu Phố Víp Hiếm nhà bán, gần phố, gara oto, trường học cấp 1,2 đủ cả, chợ, Siêu Thị, Ngân Hàng ngay cạnh nhà. nhà xây mới toanh đẹp. khách chỉ việc sach vali về ở. 
+ Diện tích 45m², 6 tầng + tum, mặt tiền 3,9m.
+ Thiết kế cầu tháng cuối, 4 phòng ngủ siêu rộng, phòng khách, bếp, sân phơi, tầng thượng.
+ Sổ đỏ chính chủ, pháp lý chuẩn.
+ Giá bán 6 tỷ (Thương Lượng Mạnh).
Liên hệ trực tiếp E Vũ 0333040265. Xem nhà và Gặp Chính chủ
(miễn trung gian)."
2023-05-16 13:58:36,Bán Nhà Mỹ Hạnh Đức Hòa Mặt Tiền 100m2 Nhà Mới Xây Sổ Hồng Riêng,Nhà mặt phố,0.695,100,Đức Hòa,Long An,3,2,,,"Căn nhà giá rẻ tại Đức Hòa Sổ Hồng Riêng, Mặt Tiền 100m2 Nhà Mới Xây

Diện tích: 5x20=100m
Giá chỉ: 695 triệu đồng.

• Vị trí: Căn nhà nằm ở một vị trí rất thuận tiện giữa TP.HCM và Long An, tại khu vực đường Nguyễn Văn Bứa, Mỹ Hạnh Nam, huyện Đức Hòa, Long An. gần các tiện ích cơ bản như chợ, trường học, bệnh viện và trung tâm thương mại.

•Thiết kế gồm 1 trệt, 1 lầu, 3 phòng ngủ và 2 nhà vệ sinh. Diện tích rộng rãi này sẽ mang lại không gian sống thoải mái cho gia đình bạn.

• Tiện nghi: Căn nhà được xây dựng và thiết kế đầy đủ các tiện nghi cơ bản như điện, nước, internet và truyền hình cáp. Ngoài ra, sân trước, đường nhựa trước nhà 6m, cho phép xe hơi ra vào thuận tiện.

• Giá cả: Giá bán căn nhà này là 695 triệu đồng, mức giá phù hợp với người có thu nhập trung bình hoặc đang tìm kiếm một căn nhà giá rẻ tại Đức Hòa.

Liên Hệ ngay để biết thêm thông tin chi tiết và di xem nhà miễn phí"
2023-05-16 14:00:02,"Nhà lô góc, ngang 9m, Quang Trung P11 Gò Vấp, 93 m2, 2 tầng chỉ 8.6 tỷ",Nhà riêng,8.6,93,Gò Vấp,TP Hồ Chí Minh,3,2,,,"MS 10723
* Vị trí: nhà lô góc thoáng mát, hẻm 1 sẹc đường Quang Trung Phường 11 Gò Vấp, gần CA Quận, siêu thị Coopmart, BV Hồng Đức, BV Đa khoa Quận Gò Vấp Quận, khu vực kinh doanh buôn bán, dịch vụ không thiếu thứ gì.
* Diện tích sử dụng 93m2, công nhận 81m2, ngang 9m dài 10m, 2 tầng với 3 phòng ngủ, 2 WC, phòng khách, bếp, phòng thờ.
* Đường trước nhà 4m."
2023-05-16 14:09:28,"Bán nhà 178m2 SHR thổ cư đường ô tô (P. Tân Vạn) chỉ 3,3 tỉ",Nhà riêng,3.3,178,Biên Hòa,Đồng Nai,2,2,,,"???????? Bán nhà 178m2 SHR thổ cư đường ô tô (P. Tân Vạn)
+ Vị trí: Gần chợ tân vạn,cách đường Bùi Hữu Nghĩa khoảng 300m
+ Diện tích: 8 x 22.5m (178m2)
+ Sổ hồng riêng thổ cư 100%
+ Nhà cấp bốn xây dựng kiên cố gồm: 1 phòng khách,2 phòng ngủ, tolet,nhà bếp và sân đậu ô tô,đường 8m ô tô chạy thoải mái"
